timestamp,elapsed_time,cpu_percent,gpu_percent,memory_mb,memory_percent,memory_available_mb,gpu_freq_mhz,ollama_cpu_percent,ollama_memory_mb,model,prompt_id
2025-06-08T14:48:17.253229,0.031008,14.1,0.0,62277.6875,51.3,63828.625,0,0.2,141.515625,mistral:7b,-1
2025-06-08T14:48:17.356325,0.134104,22.9,0.0,62277.6875,51.3,63828.625,0,6.5,141.75,mistral:7b,-1
2025-06-08T14:48:17.461521,0.2393,0.0,0.0,62277.6875,51.3,63828.625,0,1.3,141.875,mistral:7b,-1
2025-06-08T14:48:17.566750,0.344529,0.0,0.0,62277.6875,51.3,63828.625,0,0.0,141.875,mistral:7b,-1
2025-06-08T14:48:17.668500,0.446279,0.0,0.0,62277.6875,51.3,63828.625,0,1.8,141.9375,mistral:7b,-1
2025-06-08T14:48:17.769635,0.547414,0.0,0.0,62277.6875,51.3,63828.625,0,1.6,142.015625,mistral:7b,-1
2025-06-08T14:48:17.874974,0.652753,23.4,0.0,63743.09375,52.4,62355.859375,0,0.3,142.015625,mistral:7b,-1
2025-06-08T14:48:17.980250,0.758029,28.4,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.085592,0.863371,21.6,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.187569,0.965348,20.6,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.289440,1.067219,0.0,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.394608,1.172387,0.0,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.495112,1.272891,0.0,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.600121,1.3779,0.0,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.705528,1.483307,0.0,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.810930,1.588709,0.0,0.0,63746.59375,52.4,62355.859375,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:18.912523,1.690302,16.0,0.0,65177.046875,53.5,60921.390625,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:19.017928,1.795707,8.2,0.0,65177.65625,53.5,60918.25,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:19.120733,1.898512,23.3,0.0,65188.28125,53.5,60906.921875,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:19.226141,2.00392,8.4,0.0,65188.28125,53.5,60906.921875,0,0.0,142.015625,mistral:7b,-1
2025-06-08T14:48:21.383282,0.049982,8.7,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:21.488409,0.155109,21.8,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:21.589717,0.256417,14.5,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:21.690805,0.357505,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:21.791983,0.458683,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:21.896389,0.563089,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:22.001715,0.668415,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:22.102766,0.769466,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:22.203295,0.869995,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:22.304648,0.971348,0.0,0.0,63204.703125,52.0,62890.078125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:22.406359,1.073059,10.1,0.0,65212.578125,53.5,60883.03125,0,0.3,142.03125,mistral:7b,-1
2025-06-08T14:48:24.564728,0.048386,15.3,0.0,63991.09375,52.6,62101.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:24.669843,0.153501,16.3,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:24.775107,0.258765,17.4,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:24.880454,0.364112,22.0,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:24.985490,0.469148,24.3,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.088442,0.5721,20.9,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.191489,0.675147,21.6,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.296816,0.780474,19.5,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.402195,0.885853,11.4,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.503758,0.987416,0.0,0.0,63020.265625,51.9,63075.09375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.609134,1.092792,8.5,0.0,65121.859375,53.5,60976.640625,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.709693,1.193351,9.7,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.812310,1.295968,6.2,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:25.915928,1.399586,11.7,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.017572,1.50123,19.0,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.122980,1.606638,14.9,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.228426,1.712084,8.9,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.330567,1.814225,9.1,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.435866,1.919524,11.2,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.541244,2.024902,6.5,0.0,64977.125,53.4,61121.578125,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.646632,2.13029,8.3,0.0,64851.15625,53.3,61248.875,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:26.752031,2.235689,9.4,0.0,64851.1875,53.3,61249.484375,0,0.0,142.078125,mistral:7b,-1
2025-06-08T14:48:28.902511,0.041685,11.0,0.0,63492.203125,52.2,62604.484375,0,0.1,142.03125,mistral:7b,-1
2025-06-08T14:48:29.007673,0.146847,14.9,0.0,63297.21875,52.1,62801.65625,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.108686,0.24786,16.3,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.212567,0.351741,13.6,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.316853,0.456027,14.9,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.419827,0.559001,10.8,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.525215,0.664389,10.5,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.630561,0.769735,8.5,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.736039,0.875213,0.0,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.836817,0.975991,0.0,0.0,64287.828125,52.8,61813.53125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:29.942238,1.081412,9.4,0.0,65192.578125,53.5,60906.609375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.047653,1.186827,7.2,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.148397,1.287571,8.6,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.252686,1.39186,7.8,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.358073,1.497247,0.0,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.463472,1.602646,0.0,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.567681,1.706855,0.0,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.673032,1.812206,0.0,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.778394,1.917568,0.0,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.880408,2.019582,0.0,0.0,65071.1875,53.4,61028.359375,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:30.985749,2.124923,7.8,0.0,64758.765625,53.2,61336.0,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.091000,2.230174,7.8,0.0,64758.75,53.2,61336.203125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.192962,2.332136,7.4,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.298392,2.437566,9.4,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.403784,2.542958,10.1,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.509147,2.648321,8.9,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.614496,2.75367,8.9,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.718433,2.857607,11.4,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
2025-06-08T14:48:31.824007,2.963181,26.3,0.0,64758.265625,53.2,61337.3125,0,0.0,142.03125,mistral:7b,-1
